PermitNum,MasterPermitNum,Description,AppliedDate,IssuedDate,CompletedDate,StatusCurrent,OriginalAddress,OriginalCity,OriginalState,OriginalZip,PIN,ProjectName,PermitType,PermitWorkType,EstProjectCost,EstPhotovoltaicCost,EstSolarCost,NewHousingUnits,ExistingHousingUnits,AffordableHousingUnits,RemovedHousingUnits,AddedSqFt,RemodeledSqFt,RemovedResSqFt,RemovedNonResSqFt,RemovedParkingStructureSqFt,RemovedDescription,PhotovoltaicKilowatt,PhotovoltaicElecVehicleOffset,ElecVehicleChargeStation,SolarSystemDescription,ContractorCompanyName,ContractorTrade,ObjectId
BLD-SFD2021-00091,,"New 496 sf 2 level addition. Remodel existing kitchen, bedroom, 2 new bathrooms, expanding existing deck.",2/24/2021,,,In Review,1408 KALMIA AVE,BOULDER,CO,80304,1.46319E+11,,Building Permit - Single Family Detached Dwelling,Addition and Remodel,310000,,,,,,,780,274,,,,,,,,,SOBO DESIGN & BUILD,Contractor: General,478
BLD-TWN2021-00002,,Repair 40 square feet of minor framing and replace insulation on south side of structure due to car impact,2/24/2021,2/24/2021,,Issued,301 PEARL ST,BOULDER,CO,80302,1.46125E+11,,Building Permit - Townhome,Repair,3000,,,,6,,,,40,,,,,,,,,SPECIALTY CONTRACTING SERVICES,Contractor: General,479
BLD-TWN2021-00003,,"First-time basement finish, approximately 340 sqft. Scope includes adding a bathroom (toilet, vanity and shower), a separate laundry/utility room, and a great room/bedroom.",2/24/2021,,3/17/2021,Void,611 TANTRA DR,BOULDER,CO,80305,1.57709E+11,,Building Permit - Townhome,Remodel,21149.28,,,,,,,,342,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,480
ELE2021-00289,BLD-SFD2021-00087,"Project: Level 2 Alterations. No new square footage added. Exterior scope: Replace all exterior stucco (plaster), windows and doors. Add new 118SF front balcony and re-build and expand existing 400SF rear deck to be 497SF while removing existing 300SF lower deck. Replace and expand existing front porch to 121SF and extend existing roof to cover new front porch area. Interior: Lower level ? alter existing and construct new walls in the existing 886SF space. The existing 2 bed/1 bath + office space altered to be 2 bed/2 bath (no office). Replace mechanical systems (HVAC & Water Heater) in the lower mechanical closet with new HVAC and a tankless water heater. Interior: Upper level - alter existing and construct new walls in the existing 1765SF space. The existing 2 bed/2.5 bath area will be altered to be 1 bed/1.5 bath. The existing 250 SF mater bedroom will become the living room. The existing master bathroom undergoes no alterations. The existing 200 SF living room will become an office. The existing 220 SF kitchen area will be remodeled with new cabinets and appliances. Throughout ? new paint, finishes, recessed lighting to LED.",2/24/2021,,,Received,3470 LONGWOOD AVE,BOULDER,CO,80305,1.57717E+11,,Electrical Permit,Electrical Sub-Permit,20000,,,,,,,,,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,481
ELE2021-00290,,200amp overhead service upgrade. New exterior panel and grounding. Eliminate interior sub panel and relocate circuits to new exterior panel. Wire furnace to existing circuit. Wire AC to existing circuit install new disconnect and outside service GFI receptacle,2/24/2021,2/25/2021,,Issued,4755 SHOUP PL,BOULDER,CO,80303,1.46333E+11,,Electrical Permit,Electrical Permit,14000,,,,,,,,,,,,,,,,,APPLEWOOD PLUMBING HEATING ELE,Contractor: Electrical,482
ELE2021-00291,,Install of 8.8 kW DC of Solar on roof of house.,2/24/2021,2/25/2021,,Issued,2390 KENWOOD DR,BOULDER,CO,80305,1.57706E+11,,Electrical Permit,Electrical Permit,38000,38000,,,,,,,,,,,,8.8,,,,THE SOLAR REVOLUTION,Contractor: Electrical,483
ELE2021-00292,BLD-SFD2021-00088,"Remodel Kitchen and Bath: Kitchen Remodel of 205 sf. Master Bathroom remodel of 105sf.  Relocate washer/dryer in laundry Room and add cabinets, 157 sf. Add a new cabinet at existing Hall Bathroom. Total remodel 467 sf. Total sf of home is 1928 sf. Upgrade Electrical:  Replace breaker panel, rewire and update lighting at original part of the house (circa1956). Update lighting at remaining area of home (addition circa 1990's by previous owners). Install LED fixtures. Upgrade Energy Efficiency: Replace  HVAC and Hot Water Heater with new high efficiency equipment and relocate from crawl space to existing Mud/Laundry/Mechanical Room. Upgrade Thermal Envelope:  Seal off vents in crawl space and add perimeter foundation wall insulation. Add floor insulation at existing Laundry room and the 1990's addition. Replace all existing exterior single glazed windows with insulated glass units. Remove and replace attic insulation with R-49.",2/24/2021,,,Received,3640 DARTMOUTH AVE,BOULDER,CO,80305,1.57705E+11,,Electrical Permit,Electrical Sub-Permit,14500,,,,,,,,,,,,,,,,,Jessica Pault-Atiase,Owner/Contractor,484
ELE2021-00293,BLD-SFD2021-00090,"Kitchen remodel of 172 Sq Ft, New window.",2/24/2021,,,Received,2167 JORDAN PL,BOULDER,CO,80304,1.46319E+11,,Electrical Permit,Electrical Sub-Permit,11000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,485
ELE2021-00294,,"Install a 5.985 kW rid tied, roof flush mounted solar photovoltaic system. All metering must be installed at least 1 foot above grade, 3 feet would be ideal.",2/24/2021,3/1/2021,,Issued,2131 ARAPAHOE AVE 1,BOULDER,CO,80302,1.46331E+11,,Electrical Permit,Electrical Permit,20469,20469,,,,,,,,,,,,5.985,,,,"FREEDOM FOREVER COLORADO, LLC",Contractor: Electrical,486
ELE2021-00295,BLD-ACC2021-00025,New 520 sf unconditioned garage.,2/24/2021,,3/23/2021,Withdrawn,2680 LAFAYETTE DR,BOULDER,CO,80305,1.57717E+11,,Electrical Permit,Electrical Sub-Permit,4000,,,,,,,,,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,487
ELE2021-00296,BLD-SFD2021-00091,"New 496 sf 2 level addition. Remodel existing kitchen, bedroom, 2 new bathrooms, expanding existing deck.",2/24/2021,,,Received,1408 KALMIA AVE,BOULDER,CO,80304,1.46319E+11,,Electrical Permit,Electrical Sub-Permit,19000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,488
ELE2021-00297,BLD-TWN2021-00003,"First-time basement finish, approximately 340 sqft. Scope includes adding a bathroom (toilet, vanity and shower), a separate laundry/utility room, and a great room/bedroom.",2/24/2021,,3/17/2021,Void,611 TANTRA DR,BOULDER,CO,80305,1.57709E+11,,Electrical Permit,Electrical Sub-Permit,1500,,,,,,,,,,,,,,,,,GC Assumes Responsibility for Subcontracted Work,Contractor: Electrical,489
FIR2021-00071,,Adding/relocating 23 sprinklers to meet code coverage for new wall & ceiling layout. See BLD-NRE-2020-00172 for general building permit. KENISIS DANCE STUDIO,2/24/2021,2/25/2021,,Issued,635 S BROADWAY,BOULDER,CO,80305,1.57708E+11,,Fire Permit,Fire Permit,1265,,,,,,,,,,,,,,,,,"FREEDOM FIRE PROTECTION, LLC",Contractor: Fire,490
MEC2021-00338,,Replace Furnace and Water heater. Like for Like.,2/24/2021,3/1/2021,,Issued,2270 HILLSDALE CIR,BOULDER,CO,80305,1.57707E+11,,Mechanical Permit,Mechanical HVAC/Solar,6338,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: General,491
MEC2021-00339,,Replace Ac unit. Like for Like.,2/24/2021,3/2/2021,,Issued,3890 26TH ST,BOULDER,CO,80304,1.46317E+11,,Mechanical Permit,Mechanical HVAC/Solar,5540,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: General,492
MEC2021-00340,,Replace Furnace. Like for Like.,2/24/2021,3/2/2021,,Issued,190 S 32ND ST,BOULDER,CO,80305,1.57705E+11,,Mechanical Permit,Mechanical HVAC/Solar,5567,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: General,493
MEC2021-00341,,"Installing new furnace in same location as old. 77,000 BTU, 80% efficient with flue and 2 extensions, thermostat and co detectors.",2/24/2021,,,Payment Pending,4500 19TH ST 416,BOULDER,CO,80304,1.46318E+11,,Mechanical Permit,Mechanical HVAC/Solar,4484,,,,,,,,,,,,,,,,,BOB'S HEATING & AIR COND,Contractor: Mechanical,494
MEC2021-00342,,Installation of gas line for the owner's gas firepit and 5 patio heaters,2/24/2021,2/25/2021,,Issued,1515 SUNSET BLVD,BOULDER,CO,80304,1.4633E+11,,Mechanical Permit,Mechanical HVAC/Solar,2745,,,,,,,,,,,,,,,,,"The Gas Connection, Inc.",Contractor: Mechanical,495
MEC2021-00343,BLD-SFD2021-00087,"Project: Level 2 Alterations. No new square footage added. Exterior scope: Replace all exterior stucco (plaster), windows and doors. Add new 118SF front balcony and re-build and expand existing 400SF rear deck to be 497SF while removing existing 300SF lower deck. Replace and expand existing front porch to 121SF and extend existing roof to cover new front porch area. Interior: Lower level ? alter existing and construct new walls in the existing 886SF space. The existing 2 bed/1 bath + office space altered to be 2 bed/2 bath (no office). Replace mechanical systems (HVAC & Water Heater) in the lower mechanical closet with new HVAC and a tankless water heater. Interior: Upper level - alter existing and construct new walls in the existing 1765SF space. The existing 2 bed/2.5 bath area will be altered to be 1 bed/1.5 bath. The existing 250 SF mater bedroom will become the living room. The existing master bathroom undergoes no alterations. The existing 200 SF living room will become an office. The existing 220 SF kitchen area will be remodeled with new cabinets and appliances. Throughout ? new paint, finishes, recessed lighting to LED.",2/24/2021,,,Received,3470 LONGWOOD AVE,BOULDER,CO,80305,1.57717E+11,,Mechanical Permit,Mechanical Sub-Permit,20000,,,,,,,,,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,496
MEC2021-00344,,Install replacement 40 gallon water heater,2/24/2021,2/25/2021,,Issued,635 NORTHSTAR CT,BOULDER,CO,80304,1.46113E+11,,Mechanical Permit,Mechanical HVAC/Solar,3240,,,,,,,,,,,,,,,,,PRECISION PLUMBING & HEATING,Contractor: Mechanical,497
MEC2021-00345,BLD-SFD2021-00088,"Remodel Kitchen and Bath: Kitchen Remodel of 205 sf. Master Bathroom remodel of 105sf.  Relocate washer/dryer in laundry Room and add cabinets, 157 sf. Add a new cabinet at existing Hall Bathroom. Total remodel 467 sf. Total sf of home is 1928 sf. Upgrade Electrical:  Replace breaker panel, rewire and update lighting at original part of the house (circa1956). Update lighting at remaining area of home (addition circa 1990's by previous owners). Install LED fixtures. Upgrade Energy Efficiency: Replace  HVAC and Hot Water Heater with new high efficiency equipment and relocate from crawl space to existing Mud/Laundry/Mechanical Room. Upgrade Thermal Envelope:  Seal off vents in crawl space and add perimeter foundation wall insulation. Add floor insulation at existing Laundry room and the 1990's addition. Replace all existing exterior single glazed windows with insulated glass units. Remove and replace attic insulation with R-49.",2/24/2021,,,Received,3640 DARTMOUTH AVE,BOULDER,CO,80305,1.57705E+11,,Mechanical Permit,Mechanical Sub-Permit,23325,,,,,,,,,,,,,,,,,Jessica Pault-Atiase,Owner/Contractor,498
MEC2021-00346,,"Install 29 gallon gas 36,000 btu water heater",2/24/2021,2/26/2021,,Issued,2630 IRIS AVE,BOULDER,CO,80304,1.4632E+11,,Mechanical Permit,Mechanical HVAC/Solar,1700,,,,,,,,,,,,,,,,,COLORADO HEATING COOLING INC dba SQUEAKS SERVICES,Contractor: General,499
MEC2021-00347,,"Replace a/c
2.5 ton, 13 seer",2/24/2021,2/25/2021,,Issued,1201 YARMOUTH AVE 201,BOULDER,CO,80304,1.46307E+11,,Mechanical Permit,Mechanical HVAC/Solar,2144,,,,,,,,,,,,,,,,,"HIGHLAND HEATING & AIR, INC",Contractor: Mechanical,500
MEC2021-00348,,"Replace a/c
2.5 ton, 13 seer",2/24/2021,2/25/2021,,Issued,1201 YARMOUTH AVE 202,BOULDER,CO,80304,1.46307E+11,,Mechanical Permit,Mechanical HVAC/Solar,2144,,,,,,,,,,,,,,,,,"HIGHLAND HEATING & AIR, INC",Contractor: Mechanical,501
MEC2021-00349,,"Replace a/c
2.5 ton, 13 seer",2/24/2021,2/25/2021,,Issued,1201 YARMOUTH AVE 203,BOULDER,CO,80304,1.46307E+11,,Mechanical Permit,Mechanical HVAC/Solar,2144,,,,,,,,,,,,,,,,,"HIGHLAND HEATING & AIR, INC",Contractor: Mechanical,502
MEC2021-00350,,"Replace a/c
2.5 ton, 13 seer",2/24/2021,2/25/2021,,Issued,1201 YARMOUTH AVE 204,BOULDER,CO,80304,1.46307E+11,,Mechanical Permit,Mechanical HVAC/Solar,2144,,,,,,,,,,,,,,,,,"HIGHLAND HEATING & AIR, INC",Contractor: Mechanical,503
ELE2021-00306,,Water leak from unit above. Replace wiring and devices on one wall in unit,2/26/2021,3/4/2021,,Issued,805 29TH ST 452,BOULDER,CO,80303,1.46332E+11,,Electrical Permit,Electrical Permit,1000,,,,,,,,,,,,,,,,,SUPERIOR ELECTRICAL SOLUTIONS,Contractor: Electrical,504
ELE2021-00315,,Replacing existing 100 AMP sub panel with a new 100 AMP sub panel,3/1/2021,3/2/2021,,Issued,902 BROOKLAWN DR,BOULDER,CO,80303,1.46333E+11,,Electrical Permit,Electrical Permit,4617.49,,,,,,,,,,,,,,,,,PRECISION PLUMBING & HEATING,Contractor: Electrical,505
ELE2021-00316,,Install 4.76kW roof mounted solar PV system,3/1/2021,3/4/2021,,Issued,4861 DAKOTA BLVD,BOULDER,CO,80302,1.46112E+11,,Electrical Permit,Electrical Permit,6473,6473,,,,,,,,,,,,4.76,,,,"TESLA ENERGY OPERATIONS, INC.",Contractor: Electrical,506
ELE2021-00317,,Selective remodel of main and upper levels.,3/1/2021,,3/2/2021,Void,5448 ILLINI  WAY,BOULDER,CO,80303,1.57704E+11,,Electrical Permit,Electrical Permit,24380,,,,,,,,,,,,,,,,,ELECTRI-SERVE CORPORATION,Contractor: Electrical,507
ELE2021-00318,,Wire Mobile Home trailer fed from existing pedestal,3/1/2021,3/2/2021,3/4/2021,Letter of Completion,5000 BUTTE ST 240,BOULDER,CO,80301,1.46321E+11,,Electrical Permit,Electrical Permit,750,,,,,,,,,,,,,,,,,"BAR ELECTRIC CO, INC",Contractor: Electrical,508
FIR2021-00076,,"Additions / alterations to the existing wet pipe sprinkler system to accommodate a tenant finish.  Add/Relocate (20) Twenty existing sprinklers for the new ceiling height.  New sprinklers will be connected to existing 1"" pipe outlets. No general building permit in evidence at the time of permit approval. SUITE E",3/1/2021,,,Approved for Issuance,4735 WALNUT ST 5,BOULDER,CO,80301,1.46328E+11,,Fire Permit,Fire Permit,4245,,,,,,,,,,,,,,,,,Extreme Fire Protection,Contractor: Fire,509
FIR2021-00077,,"Sprinkler system modification 7 total sprinklers to accommodate new walls and tenant improvement. System will be designed to NFPA 13R and supplied by existing system. No more than 2 heads of 1"" branch line. See BLD-MFD2021-00011 for general building permit. FRASIER MEADOWS UNIT 277",3/1/2021,3/2/2021,,Issued,350 PONCA PL,BOULDER,CO,80303,1.57704E+11,,Fire Permit,Fire Permit,2304.25,,,,,,,,,,,,,,,,,WESTERN STATES FIRE PROTECTION,Contractor: Fire,510
FIR2021-00078,,The scope of work is to ?turn heads up? to accommodate removed ACT ceiling on the second floor. 18 fire sprinkler heads shall be ?turned up? per NFPA 13 utilizing quick response upright fire sprinkler heads. Hydraulic integrity of the fire sprinkler system will not be compromised. The sprinkler systems in the adjacent suites would remain as-is. See BLD-NRE2020-00190 for general building permit. HUMAN DESIGN RENOVATIONS,3/1/2021,3/2/2021,3/11/2021,Letter of Completion,2440 JUNCTION PL,BOULDER,CO,80301,1.46329E+11,,Fire Permit,Fire Permit,2800,,,,,,,,,,,,,,,,,All Pro Fire Protection,Contractor: Fire,511
MEC2021-00370,,Replace Furnace and install new heat pump.,3/1/2021,3/2/2021,,Issued,1295 HAWTHORN AVE,BOULDER,CO,80304,1.46319E+11,,Mechanical Permit,Mechanical HVAC/Solar,14205,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: General,512
MEC2021-00371,,Replace Furnace Like for Like.,3/1/2021,3/2/2021,,Issued,3110 25TH ST,BOULDER,CO,80304,1.46319E+11,,Mechanical Permit,Mechanical HVAC/Solar,6625,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: General,513
MEC2021-00372,,Replace Furnace like for like.,3/1/2021,3/2/2021,,Issued,4662 INGRAM CT,BOULDER,CO,80305,1.57704E+11,,Mechanical Permit,Mechanical HVAC/Solar,4703,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: General,514
MEC2021-00373,,Install New Ac Unit. Property in 100 year floodplain. Unit must be installed at least 3 feet above grade.,3/1/2021,3/5/2021,,Issued,975 35TH ST,BOULDER,CO,80303,1.46332E+11,,Mechanical Permit,Mechanical HVAC/Solar,4680,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: General,515
MEC2021-00374,,Install New Heat Pump.,3/1/2021,3/2/2021,,Issued,3680 CLOVERLEAF DR,BOULDER,CO,80304,1.46319E+11,,Mechanical Permit,Mechanical HVAC/Solar,5340,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: Electrical,516
MEC2021-00375,,Install new Heat Pump. Property in 100 year floodplain. Unit must be installed at least 2 feet above grade.,3/1/2021,3/4/2021,,Issued,1610 GROVE ST,BOULDER,CO,80302,1.4633E+11,,Mechanical Permit,Mechanical HVAC/Solar,5346,,,,,,,,,,,,,,,,,"SAVE HOME HEAT CO, INC",Contractor: Electrical,517
MEC2021-00376,,replace furnace with 45000 BTU furnace,3/1/2021,3/2/2021,,Issued,5530 STONEWALL PL 31,BOULDER,CO,80303,1.46334E+11,,Mechanical Permit,Mechanical HVAC/Solar,4100,,,,,,,,,,,,,,,,,Now Heating & Air,Contractor: Mechanical,518
MEC2021-00377,,Replace failed water heater. ,3/1/2021,3/3/2021,,Issued,1350 PINE ST,BOULDER,CO,80302,146330K02001,,Mechanical Permit,Mechanical HVAC/Solar,2000,,,,,,,,,,,,,,,,,"PLANET PLUMBING, INC",Contractor: General,519
MEC2021-00378,,Replace existing 80% efficiency boiler with 3 98% efficient boilers matching existing BTUH input.,3/1/2021,3/2/2021,,Issued,2595 CANYON BLVD,BOULDER,CO,80302,1.46329E+11,,Mechanical Permit,Mechanical HVAC/Solar,110000,,,,,,,,,,,,,,,,,DILLER MECHANICAL SERVICES,Contractor: Mechanical,520
MEC2021-00379,,REPLACE LIKE FOR LIKE WATER HEATER WITH 40 GALLON 40K BTU UNIT,3/1/2021,3/2/2021,,Issued,1360 CLAREMONT DR,BOULDER,CO,80305,1.57708E+11,,Mechanical Permit,Mechanical HVAC/Solar,2750,,,,,,,,,,,,,,,,,APPLEWOOD PLUMBING HEATING ELE,Contractor: Plumbing,521
MEC2021-00380,,"Replacing existing sub panel 100 AMP with a 100 AMP sub panel,  arc fault breakers",3/1/2021,,,Pending at Applicant,902 BROOKLAWN DR,BOULDER,CO,80303,1.46333E+11,,Mechanical Permit,Mechanical HVAC/Solar,4617.49,,,,,,,,,,,,,,,,,PRECISION PLUMBING & HEATING,Contractor: Mechanical,522
MEC2021-00381,,install 13 SEER 2.5 ton ac w/reconnect,3/1/2021,3/3/2021,,Issued,660 YALE RD,BOULDER,CO,80305,1.57708E+11,,Mechanical Permit,Mechanical HVAC/Solar,5485,,,,,,,,,,,,,,,,,COOPER HEATING & COOLING INC,Contractor: Mechanical,523
MEC2021-00382,,Replace two furnace and two coils,3/1/2021,3/18/2021,,Issued,4860 RIVERBEND RD,BOULDER,CO,80301,1.46328E+11,,Mechanical Permit,Mechanical HVAC/Solar,8050,,,,,,,,,,,,,,,,,MEYERS HEATING AND A/C,Contractor: Mechanical,524
MEC2021-00383,BLD-SFD2021-00057,"Kitchen remodel of 150 sf. for a single family detached dweling. Scope includes relocation of refrigerator, kitchen range, kitchen sink and dishwasher with associated  electrical wiring, plumbing and gas work.",3/1/2021,,,Received,1581 JUDSON DR,BOULDER,CO,80305,1.57708E+11,,Mechanical Permit,Mechanical Sub-Permit,500,,,,,,,,,,,,,,,,,JOSH ROLAND,Owner/Contractor,525
MEC2021-00384,,"Replace 50 gallon power direct vent water heater replaced with new ""like for like""",3/1/2021,3/19/2021,,Issued,201 DAKOTA BLVD,BOULDER,CO,80304,1.46112E+11,,Mechanical Permit,Mechanical HVAC/Solar,2500,,,,,,,,,,,,,,,,,TYCO PLUMBING CORPORATION,Contractor: Plumbing,526
MEC2021-00385,,Replacement of existing Ground Source Heat Pump for a 2 ton Bosch Heat Pump,3/1/2021,3/8/2021,,Issued,3020 17TH ST,BOULDER,CO,80304,1.46319E+11,,Mechanical Permit,Mechanical HVAC/Solar,16994,,,,,,,,,,,,,,,,,PERFECT TEMP INC,Contractor: Mechanical,527
MEC2021-00386,,Installation of gas line for the owner's gas firepit and grill.,3/1/2021,3/2/2021,,Issued,1415 DELLWOOD AVE,BOULDER,CO,80304,1.46319E+11,,Mechanical Permit,Mechanical HVAC/Solar,1170,,,,,,,,,,,,,,,,,"The Gas Connection, Inc.",Contractor: Mechanical,528
ELE2021-00356,BLD-SFD2021-00106,"Single family residential kitchen remodel including removal of non-structural partition wall to expand kitchen into mudroom. Replacement of existing windows and exterior doors, including reducing the size of the patio door from a 3-panel to a 2-panel slider. Install new fireplace.",3/10/2021,,,Received,4842 FRANKLIN DR,BOULDER,CO,80301,1.46322E+11,,Electrical Permit,Electrical Sub-Permit,4200,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,529
ELE2021-00307,BLD-NRE2021-00029,Add strobic fan and fan enclosure to emergency generator exhaust stack. (exhaust stack previously permitted under MEC2019-01870),2/26/2021,,,Received,4865 RIVERBEND RD,BOULDER,CO,80301,1.46328E+11,,Electrical Permit,Electrical Sub-Permit,92585,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,530
ELE2021-00326,BLD-SFD2021-00096,551 SF addition over garage and 643 sf interior remodel,3/3/2021,,,Received,1265 SUMAC AVE,BOULDER,CO,80304,1.46318E+11,,Electrical Permit,Electrical Sub-Permit,12000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,531
ELE2021-00339,BLD-SFD2021-00098,Remodel to existing kitchen (124 sq ft) and bathroom (60 sq ft) for a single family detached dwelling. Scope includes conversion of one existing bedroom into a mudroom and pantry.,3/5/2021,,,Received,3170 17TH ST,BOULDER,CO,80304,1.46319E+11,,Electrical Permit,Electrical Sub-Permit,24000,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,532
PLB2021-00119,BLD-SFD2021-00044,Install kitchen cabinets and cooking device to establish attached ADU as approved per AUR2019-00115.,3/1/2021,3/22/2021,,Issued,1350 CASCADE AVE,BOULDER,CO,80302,1.46331E+11,,Plumbing Permit,Plumbing Sub-Permit,100,,,,,,,,,,,,,,,,,Tracy Cushing,Owner/Contractor,533
RFG2021-00062,,"*Total tear-off & reroof of SFD, 20 squares of EPDM and Metal shingles on a pitch represented as 3/12. All roof materials shall be installed per manufacturer?s specs.  Mid-roof inspection required if pitch is less than 4/12. All roof covering materials shall be listed as Class A as tested in accordance with UL Standard 790 or ASTM Standard E 108. At inspection, provide to building inspection staff original wrappers of materials used or applied. Provide additional information -- such as manufacturer's cut sheet for other products used - including, but not limited to, items such as flashing, valley material, sealants, fasteners, ventilation devices or features and roof jacks & penetration boots.",3/1/2021,3/2/2021,,Issued,1430 MOSS ROCK PL,BOULDER,CO,80304,1.46319E+11,,Roofing Replacement Permit,Roofing Replacement Permit,26725,,,,,,,,,,,,,,,,,AB SERVICES,Contractor: Roofing,534
ROW2021-00224,,"Install a gas service, job# 105780228",3/1/2021,3/2/2021,,Issued,3850 LONGWOOD AVE,BOULDER,CO,80305,1.57717E+11,,Right-of-Way Permit,Right-of-Way Permit,200,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,535
ROW2021-00225,,"Pole replacement on southwest corner of property of 2530 9th St behind sidewalk. Dig out old pole, set new pole, reinstall lines and equipment, and restore surrounding pole, job# 104338063",3/1/2021,3/2/2021,,Issued,2530 9TH ST,BOULDER,CO,80304,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,536
ROW2021-00226,,"Upsize to a 1"" water service",3/1/2021,3/2/2021,,Issued,1644 WALNUT ST,BOULDER,CO,80302,1.4633E+11,,Right-of-Way Permit,Right-of-Way Permit,20400,,,,,,,,,,,,,,,,,E Z EXCAVATING INC,Contractor: Right-of-Way,537
ROW2021-00227,,"INSTALL NEW OH TO UG ELECTRIC SERVICE, job# 105004353",3/1/2021,3/15/2021,,Issued,2800 5TH ST,BOULDER,CO,80304,1.46125E+11,,Right-of-Way Permit,Right-of-Way Permit,500,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,538
ROW2021-00228,,"Replace woodon pole, job# 104482722",3/1/2021,3/2/2021,,Issued,801 GILLASPIE DR,BOULDER,CO,80305,1.57708E+11,,Right-of-Way Permit,Right-of-Way Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,539
UTL2021-00231,,"Install a gas service, job# 105780228",3/1/2021,3/2/2021,,Issued,3850 LONGWOOD AVE,BOULDER,CO,80305,1.57717E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,540
UTL2021-00232,,"Pole replacement on southwest corner of property of 2530 9th St behind sidewalk. Dig out old pole, set new pole, reinstall lines and equipment, and restore surrounding pole, job# 104338063",3/1/2021,3/2/2021,,Issued,2530 9TH ST,BOULDER,CO,80304,1.46125E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,541
UTL2021-00233,,Sewer service repair and stubbing into the house ,3/1/2021,3/2/2021,3/4/2021,Letter of Completion,1660 VIOLET AVE,BOULDER,CO,80304,1.46318E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Contractor of Record Not Designated,,542
UTL2021-00234,,"Upsize to a 1"" water service",3/1/2021,3/2/2021,,Issued,1644 WALNUT ST,BOULDER,CO,80302,1.4633E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,E Z EXCAVATING INC,Contractor: Right-of-Way,543
UTL2021-00235,,"INSTALL NEW OH TO UG ELECTRIC SERVICE, job# 105004353",3/1/2021,3/15/2021,,Issued,2800 5TH ST,BOULDER,CO,80304,1.46125E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,544
UTL2021-00236,,"Replace woodon pole, job# 104482722",3/1/2021,3/2/2021,,Issued,801 GILLASPIE DR,BOULDER,CO,80305,1.57708E+11,,Utility Permit,Utility Permit,0,,,,,,,,,,,,,,,,,Xcel Energy,Contractor: Right-of-Way,545
BLD-NRE2021-00029,,Add strobic fan and fan enclosure to emergency generator exhaust stack. (exhaust stack previously permitted under MEC2019-01870). Related to FLD2021-00020.,2/26/2021,,,In Review,4865 RIVERBEND RD,BOULDER,CO,80301,1.46328E+11,,Building Permit - Non-Residential,Remodel,205059,,,,,,,,142.5,,,,,,,,,"WYATT CONSTRUCTION CO, INC",Contractor: General,546
BLD-SFD2021-00092,,"Kitchen renovation of existing single family home. Level 2 alteration, to include 366 sf and associated mechanical, electrical and plumbing fixture replacement/relocations.",2/26/2021,,,On Hold,1501 REDWOOD AVE,BOULDER,CO,80304,1.46318E+11,,Building Permit - Single Family Detached Dwelling,Remodel,54000,,,,1,,,,366,,,,,,,,,Waiting for Licensed Contractor,Contractor: General,547
BLD-SFD2021-00093,,"Project is a remodel of an existing master bathroom. The sq ft of the bathroom is approx. 116 sq ft. The scope of work will include the following; removal of a non-bearing wall in middle of bathroom, reframing a new door opening, relocating toilet, double vanity, shower and new free standing tub. Electrical changes include; new bath fan, sconces, couple of recess lights, and new GFI locations. Project includes removing existing wood stove from bedroom",2/26/2021,,,Pending at Applicant,1160 ITHACA DR,BOULDER,CO,80305,1.57708E+11,,Building Permit - Single Family Detached Dwelling,Remodel,19500,,,,,,,,116,,,,,,,,,"CUMBERLAND, LLC",Contractor: General,548
